全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,種別,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,アクセス方法,駐車場情報,電話番号,内線番号,FAX番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,認可等年月日,収容定員,受入年齢,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,一時預かりの有無,子供預かり料金種別,子供預かり料金,子供預かり料金備考,子供預かり開所時間,子供預かり閉所時間,病児保育の有無,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考
382019,F000000014,愛媛県松山市,社会福祉法人　立花会　幼保連携型認定こども園　立花こども園,シャカイフクシホウジン　タチバナカイ　ヨウホレンケイガタニンテイコドモエン　タチバナコドモエン,,認定こども園（幼保連携型）,382019,,愛媛県松山市立花5-5-5,愛媛県,松山市,立花5,5-5,,33.82765419,132.7702273,,,,,(089)931-8492,,(089)931-8526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,F000000015,愛媛県松山市,幼保連携型認定こども園　ゆめの森こども園,ヨウホレンケイガタニンテイコドモエン　ユメノモリコドモエン,,認定こども園（幼保連携型）,382019,,愛媛県松山市雄郡1-9-35,愛媛県,松山市,雄郡1,9-35,,33.83059888,132.7567647,,,,,(089)945-7507,,(089)945-7508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,F000000016,愛媛県松山市,幼保連携型認定こども園　未来こども園,ヨウホレンケイガタニンテイコドモエン　ミライコドモエン,,認定こども園（幼保連携型）,382019,,愛媛県松山市来住町730-4,愛媛県,松山市,来住町,730-4,,33.80405567,132.8002031,,,,,(089)970-1570,,(089)970-1671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,F000000017,愛媛県松山市,幼保連携型認定こども園　未来夢こども園,ヨウホレンケイガタニンテイコドモエン　ミライユメモエン,,認定こども園（幼保連携型）,382019,,愛媛県松山市北井門5-2-2,愛媛県,松山市,北井門5,2-2,,33.80358604,132.7719315,,,,,(089)961-1545,,(089)956-3200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,F000000018,愛媛県松山市,幼保連携型認定こども園　虹のそらこども園,ヨウホレンケイガタニンテイコドモエン　ニジノソラコドモエン,,認定こども園（幼保連携型）,382019,,愛媛県松山市朝生田町6-2-24,愛媛県,松山市,朝生田町6,2-24,,33.82074961,132.7668741,,,,,(089)913-7716,,(089)913-2416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,F000000019,愛媛県松山市,認定こども園　高縄幼稚園,ニンテイコドモエン　タカナワヨウチエン,,認定こども園（幼保連携型）,382019,,愛媛県松山市苞木甲153-1,愛媛県,松山市,苞木,甲153-1,,33.9412087,132.7725504,,,,,(089)994-2066,,(089)994-2796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,F000000020,愛媛県松山市,認定こども園コイノニア幼児園,ニンテイコドモエンコイノニアヨウジエン,,認定こども園（幼保連携型）,382019,,愛媛県松山市久万ノ台173,愛媛県,松山市,久万ノ台,173,,33.8576741,132.7466297,,,,,(089)911-0336,,(089)911-0337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,F000000021,愛媛県松山市,幼保連携型認定こども園　くたに幼稚園,ヨウホレンケイガタニンテイコドモエン　クタニヨウチエン,,認定こども園（幼保連携型）,382019,,愛媛県松山市恵原町甲536,愛媛県,松山市,恵原町,甲536,,33.7671713,132.8080652,,,,,(089)963-0990,,(089)963-0064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,G000000001,愛媛県松山市,認定こども園　潮見幼稚園,ニンテイコドモエン　シオミヨウチエン,,認定こども園（幼稚園型）,382019,,愛媛県松山市吉藤5-20-74,愛媛県,松山市,吉藤5,20-74,,33.8736188,132.7625722,,,,,(089)924-5457,,(089)924-5463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,G000000002,愛媛県松山市,学校法人綜芸種智院石手学園　認定こども園　石手幼稚園,ガッコウホウジンシュゲイシュチインイシテガクエン　ニンテイコドモエン　イシテヨウチエン,,認定こども園（幼稚園型）,382019,,愛媛県松山市常光寺町甲406-1,愛媛県,松山市,常光寺町,甲406-1,,33.8496712,132.7945436,,,,,(089)977-0165,,(089)977-0165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,G000000003,愛媛県松山市,認定こども園　北条幼稚園,ニンテイコドモエン　ホウジョウヨウチエン,,認定こども園（幼稚園型）,382019,,愛媛県松山市北条1122,愛媛県,松山市,北条,1122,,33.9795240,132.773712,,,,,(089)993-1154,,(089)993-1168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,G000000004,愛媛県松山市,認定こども園　椿幼稚園,ニンテイコドモエン　ツバキヨウチエン,,認定こども園（幼稚園型）,382019,,愛媛県松山市古川西1-16-1,愛媛県,松山市,古川西1,16-1,,33.8104504,132.7586302,,,,,(089)957-1611,,(089)957-1132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,G000000005,愛媛県松山市,認定こども園　若草幼稚園,ニンテイコドモエン　ワカクサヨウチエン,,認定こども園（幼稚園型）,382019,,愛媛県松山市味酒町3-5-1,愛媛県,松山市,味酒町3,5-1,,33.8465622,132.7536068,,,,,(089)993-8182,,(089)993-8183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,G000000006,愛媛県松山市,認定こども園　すみれ幼稚園,ニンテイコドモエン　スミレヨウチエン,,認定こども園（幼稚園型）,382019,,愛媛県松山市山越4-11-1,愛媛県,松山市,山越4,11-1,,33.8615367,132.7554025,,,,,(089)926-3770,,(089)926-3782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,G000000007,愛媛県松山市,認定こども園　あい幼稚園,ニンテイコドモエン　アイヨウチエン,,認定こども園（幼稚園型）,382019,,愛媛県松山市府中818-3,愛媛県,松山市,府中,818-3,,33.9551525,132.7773087,,,,,(089)993-3430,,(089)993-3432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,G000000008,愛媛県松山市,認定こども園　育英幼稚園,ニンテイコドモエン　イクエイヨウチエン,,認定こども園（幼稚園型）,382019,,愛媛県松山市東野3-8-22,愛媛県,松山市,東野3,8-22,,33.8440636,132.8051476,,,,,(089)977-5466,,(089)977-2749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,G000000009,愛媛県松山市,認定こども園　育英湯山幼稚園,ニンテイコドモエン　イクエイユヤマヨウチエン,,認定こども園（幼稚園型）,382019,,愛媛県松山市上高野町甲119,愛媛県,松山市,上高野町,甲119,,33.8580388,132.8117573,,,,,(089)977-7548,,(089)977-9410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,G000000010,愛媛県松山市,認定こども園　育英第二幼稚園,ニンテイコドモエン　イクエイダイニヨウチエン,,認定こども園（幼稚園型）,382019,,愛媛県松山市古三津3-1-10,愛媛県,松山市,古三津3,1-10,,33.8567149,132.7341089,,,,,(089)952-6635,,(089)952-2707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,H000000001,愛媛県松山市,もものはなこども園,モモノハナコドモエン,,認定こども園（保育所型）,382019,,愛媛県松山市由良町479,愛媛県,松山市,由良町,479,,33.9018610,132.6741049,,,,,(089)961-2332,,(089)961-3592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,H000000002,愛媛県松山市,中島こども園,ナカジマコドモエン,,認定こども園（保育所型）,382019,,愛媛県松山市中島大浦3040-1,愛媛県,松山市,中島大浦,3040-1,,33.9739161,132.6288858,,,,,(089)997-0101,,(089)997-0101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,H000000003,愛媛県松山市,松山認定こども園　和泉　和泉保育園,マツヤマニンテイコドモエン　イズミ　イズミホイクエン,,認定こども園（保育所型）,382019,,愛媛県松山市和泉北1-20-18,愛媛県,松山市,和泉北1,20-18,,33.82542981,132.7616128,,,,,(089)921-3355,,(089)932-4399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,H000000004,愛媛県松山市,認定こども園　はなみずき保育園,ニンテイコドモエン　ハナミズキホイクエン,,認定こども園（保育所型）,382019,,愛媛県松山市古川西1-16-1,愛媛県,松山市,古川西1,16-1,,33.81063294,132.7589069,,,,,(089)957-1611 ,,(089)957-1132 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,H000000005,愛媛県松山市,認定こども園　福角保育園,ニンテイコドモエン　フクズミホイクエン,,認定こども園（保育所型）,382019,,愛媛県松山市福角町甲1258-2,愛媛県,松山市,福角町,甲1258-2,,33.9008132,132.7601263,,,,,(089)978-3258,,(089)978-3299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,H000000006,愛媛県松山市,認定こども園　小羊園,ニンテイコドモエン　コヒツジエン,,認定こども園（保育所型）,382019,,愛媛県松山市小坂3-6-13,愛媛県,松山市,小坂3,6-13,,33.83082768,132.7829045,,,,,(089)943-6857,,(089)943-6896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,H000000007,愛媛県松山市,認定こども園　ジャックと豆の木園,ニンテイコドモエン　ジャックトマメノキエン,,認定こども園（保育所型）,382019,,愛媛県松山市枝松6-7-16,愛媛県,松山市,枝松6,7-16,,33.82567269,132.7853665,,,,,(089)931-7911,,(089)997-7917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,H000000008,愛媛県松山市,認定こども園　ジャックと豆の木園　余戸園,ニンテイコドモエン　ジャックトマメノキエン　ヨウゴエン,,認定こども園（保育所型）,382019,,愛媛県松山市余戸南2-24-38,愛媛県,松山市,余戸南2,24-38,,33.8108294,132.7351421,,,,,(089)965-1330,,(089)965-1330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,H000000009,愛媛県松山市,認定こども園　松山隣保館保育園,ニンテイコドモエン　マツヤマリンポカンホイクエン,,認定こども園（保育所型）,382019,,愛媛県松山市味酒町2-14-3,愛媛県,松山市,味酒町2,14-3,,33.84437045,132.755524,,,,,(089)921-6664,,(089)921-6683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,H000000010,愛媛県松山市,認定こども園　愛光保育園,ニンテイコドモエン　アイコウホイクエン,,認定こども園（保育所型）,382019,,愛媛県松山市愛光町9-8,愛媛県,松山市,愛光町,9-8,,33.8467955,132.748632,,,,,(089)924-4535,,(089)924-4579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,H000000011,愛媛県松山市,認定こども園城北愛児園,ニンテイコドモエン　ジョウホクアイジエン,,認定こども園（保育所型）,382019,,愛媛県松山市安城寺町1744-6,愛媛県,松山市,安城寺町,1744-6,,33.8871986,132.7383693,,,,,(089)978-4430,,(089)978-4430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,H000000012,愛媛県松山市,認定こども園　こどものくに保育園,ニンテイコドモエン　コドモノクニホイクエン,,認定こども園（保育所型）,382019,,愛媛県松山市南斎院町乙41-3,愛媛県,松山市,南斎院町,乙41-3,,33.84464849,132.7336229,,,,,(089)926-5240,,(089)924-8190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,H000000013,愛媛県松山市,認定こども園　慈童保育園,ニンテイコドモエン　ジドウホイクエン,,認定こども園（保育所型）,382019,,愛媛県松山市下難波甲816,愛媛県,松山市,下難波,甲816,,33.98694556,132.7889503,,,,,(089)992-0792,,(089)993-0799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,H000000014,愛媛県松山市,認定こども園　ゆうゆう,ニンテイコドモエン　ユウユウ,,認定こども園（保育所型）,382019,,愛媛県松山市朝生田町6-2-27,愛媛県,松山市,朝生田町6,2-27,,33.8209869,132.7667963,,,,,(089)934-5115,,(089)934-5115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,H000000015,愛媛県松山市,認定こども園　アイドル園,ニンテイコドモエン　アイドルエン,,認定こども園（保育所型）,382019,,愛媛県松山市雄郡2-6-17,愛媛県,松山市,雄郡2,6-17,,33.8320608,132.7423326,,,,,(089)954-4034,,(089)954-4091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,I000000001,愛媛県松山市,認定こども園つくし,ニンテイコドモエンツクシ,,認定こども園（地方裁量型）,382019,,愛媛県松山市堀江町甲108-15,愛媛県,松山市,堀江町,甲108-15,,33.895016,132.746096,,,,,(089)978-2464,,(089)978-2464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,I000000002,愛媛県松山市,認定こども園　コモドまつすえ園,ニンテイコドモエン　コモドマツスエエン,,認定こども園（地方裁量型）,382019,,愛媛県松山市松末1-3-3,愛媛県,松山市,松末1,3-3,,33.8262535,132.7887323,,,,,(089)975-5020,,(089)975-5020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,L000000001,愛媛県松山市,すまいる保育園,スマイルホイクエン,,,382019,,愛媛県松山市大街道2-5-12,愛媛県,松山市,大街道2,5-12,,33.8409443,132.7680111,,,,,(089)904-7007,,(089)904-7007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,L000000002,愛媛県松山市,まちっこ保育園,マチッコホイクエン,,,382019,,愛媛県松山市千舟町2-1-2,愛媛県,松山市,千舟町2,1-2,,33.8361274,132.7714303,,,,,(089)909-3960,,(089)945-9477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,L000000003,愛媛県松山市,ひめっこ保育園,ヒメッコホイクエン,,,382019,,愛媛県松山市春日町12-5,愛媛県,松山市,春日町,12-5,,33.8336581,132.7644782,,,,,080-2981-0655,,(089)945-9477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,L000000004,愛媛県松山市,なのはな保育園,ナノハナホイクエン,,,382019,,愛媛県松山市和泉南6-4-33,愛媛県,松山市,和泉南6,4-33,,33.8115467,132.7591348,,,,,(089)956-1188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,L000000005,愛媛県松山市,天山保育園,アマヤマホイクエン,,,382019,,愛媛県松山市天山2-3-27,愛媛県,松山市,天山2,3-27,,33.8195582,132.7787091,,,,,080-6282-5206,,(089)932-7117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,L000000006,愛媛県松山市,さかのうえ保育園　小規模保育園　溝辺園,サカノウエホイクエン　ショウキボホイクエン　ミゾノベエン,,,382019,,愛媛県松山市溝辺町甲293-1,愛媛県,松山市,溝辺町,甲293-1,,33.848815,132.80334,,,,,(089)909-9994,,(089)909-9969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,L000000007,愛媛県松山市,小規模保育事業所　ひかり,ショウキボホイクジギョウショ　ヒカリ,,,382019,,愛媛県松山市畑寺町843-1,愛媛県,松山市,畑寺町,843-1,,33.839332,132.804965,,,,,(089)948-4402,,(089)977-4412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,L000000008,愛媛県松山市,小規模保育園　おひさま,ショウキボホイクエン　オヒサマ,,,382019,,愛媛県松山市居相1-2-6,愛媛県,松山市,居相1,2-6,ドゥエル椿参道,33.8093923,132.7743565,,,,,(089)905-2500,,(089)905-2511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,L000000009,愛媛県松山市,小規模保育園　みその,ショウキボホイクエン　ミソノ,,,382019,,愛媛県松山市余戸中3-10-35,愛媛県,松山市,余戸中3,10-35,,33.8152925,132.7279315,,,,,(089)972-3250,,(089)989-6685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,L000000010,愛媛県松山市,小規模保育所　うちみや保育園,ショウキボホイクショ　ウチミヤホイクエン,,,382019,,愛媛県松山市内宮町甲15-6,愛媛県,松山市,内宮町,甲15-6,,33.895721,132.748672,,,,,(089)989-7200,,(089)989-7201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,L000000011,愛媛県松山市,かしの木園,カシノキエン,,,382019,,愛媛県松山市朝美1-11-14,愛媛県,松山市,朝美1,11-14,,33.84497,132.7463714,,,,,(089)922-4214,,(089)922-4214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,L000000012,愛媛県松山市,アユーラキッズルームあむぱむ,アユーラキッズルームアムパム,,,382019,,愛媛県松山市宮田町4-1,愛媛県,松山市,宮田町,4-1,キスケBOX駐車場1階,33.8413206,132.7535985,,,,,(089)986-9534,,(089)909-9636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,L000000013,愛媛県松山市,アユーラキッズルームあむぱむ空港通り,アユーラキッズルームアムパムクウコウドオリ,,,382019,,愛媛県松山市南斎院町50-3,愛媛県,松山市,南斎院町,50-3,,33.8308313,132.7248509,,,,,(089)974-5618,,(089)989-2327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,L000000014,愛媛県松山市,三福5starインターナショナル保育園,サンプクファイブスターインターナショナルホイクエン,,,382019,,愛媛県松山市中村2-1-3,愛媛県,松山市,中村2,1-3,三福住まいの体感プラザ2階,33.8319044,132.7788232,,,,,(089)906-7552,,(089)906-6061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,L000000015,愛媛県松山市,小規模保育所　どれみ保育園,ショウキボホイクショ　ドレミホイクエン,,,382019,,愛媛県松山市平井町3282-1,愛媛県,松山市,平井町,3282-1,,33.8063656,132.8168054,,,,,(089)975-1235,,(089)975-1236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,L000000016,愛媛県松山市,ついてる保育園,ツイテルホイクエン,,,382019,,愛媛県松山市北井門3-10-8,愛媛県,松山市,北井門3,10-8,,33.8053826,132.7729539,,,,,(089)909-5110,,(089)909-5111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,L000000017,愛媛県松山市,和泉南保育園,イズミミナミホイクエン,,,382019,,愛媛県松山市和泉南1-12-10,愛媛県,松山市,和泉南1,12-10,,33.818340,132.76019,,,,,(089)909-3122,,(089)909-3123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,L000000018,愛媛県松山市,小規模保育園　夢じゃき園　ＨＡＢＵ,ショウキボホイクエン　ムジャキエン　ハブ,,,382019,,愛媛県松山市西垣生町1241-2　,愛媛県,松山市,西垣生町,1241-2,JAえひめ中央垣生支所,33.8135804,132.7020872,,,,,(089)994-5919,,(089)989-4970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,L000000019,愛媛県松山市,小規模保育所　ジャックと豆の木園　えだまつ第2,ショウキボホイクショ　ジャックトマメノキエン　エダマツダイニ,,,382019,,愛媛県松山市枝松6-7-21,愛媛県,松山市,枝松6,7-21,,33.8256887,132.7832555,,,,,(089)931-6611,,(089)931-6610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,L000000020,愛媛県松山市,キッズパオあおぞら園,キッズパオアオゾラエン,,,382019,,愛媛県松山市萱町2-4-5　,愛媛県,松山市,萱町2,4-5,アメニエス萱町１Ｆ,33.8438942,132.7546158,,,,,(089)961-4554,,(089)961-4554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,L000000021,愛媛県松山市,アユーラキッズルームあむぱむ３,アユーラキッズルームアムパムスリー,,,382019,,愛媛県松山市樽味4-8-16,愛媛県,松山市,樽味4,8-16,,33.8382219,132.7820883,,,,,(089)968-1152,,(089)947-7081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,L000000022,愛媛県松山市,ここえみ保育園,ココエミホイクエン,,,382019,,愛媛県松山市水泥町1215,愛媛県,松山市,水泥町,1215,,33.8060723,132.8237217,,,,,(089)976-0909,,(089)976-0910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,L000000023,愛媛県松山市,小規模保育園　夢じゃき園UKENA,ショウキボホイクエン　ムジャキエンウケナ,,,382019,,愛媛県松山市南高井町1564-1,愛媛県,松山市,南高井町,1564-1,,33.7932176,132.8017086,,,,,(089)909-3394,,(089)909-3395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,L000000024,愛媛県松山市,南高井保育園,ミナミタカイホイクエン,,,382019,,愛媛県松山市南高井町1389-1,愛媛県,松山市,南高井町,1389-1,,33.7927594,132.8067998,,,,,(089)909-5866,,(089)909-5868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,L000000025,愛媛県松山市,カメリア保育園,カメリアホイクエン,,,382019,,愛媛県松山市吉藤3-10-36,愛媛県,松山市,吉藤3,10-36,,33.8715992,132.6134777,,,,,(089)926-2545,,(089)926-2545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,L000000026,愛媛県松山市,ユーミー保育園たかのこ,ユーミーホイクエンタカノコ,,,382019,,愛媛県松山市鷹子町407-1,愛媛県,松山市,鷹子町,407-1,,33.8123512,132.8185346,,,,,(089)955-7373,,(089)970-2102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,L000000027,愛媛県松山市,きらきらキッズ,キラキラキッズ,,,382019,,愛媛県松山市福角町甲1285-1,愛媛県,松山市,福角町,甲1285-1,,33.901668,132.760325,,,,,(089)995-8528,,(089)995-8529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,L000000028,愛媛県松山市,ウィルビィ　バンビーノ,ウィルビィ　バンビーノ,,,382019,,愛媛県松山市畑寺2-4-53,愛媛県,松山市,畑寺2,4-53,,33.82984,132.7975832,,,,,(089)993-7235,,(089)915-7135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,L000000029,愛媛県松山市,おだんご,オダンゴ,,,382019,,愛媛県松山市平田町398,愛媛県,松山市,平田町,398,,33.8883544,132.750271,,,,,(089)989-8810,,(089)911-8301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,L000000030,愛媛県松山市,医療法人慈孝会　福角病院　さくら保育園,イリョウホウジンジコウカイ　フクズミビョウイン　サクラホイクエン,,,382019,,愛媛県松山市福角町乙69-1,愛媛県,松山市,福角町,乙69-1,,33.9048264,132.766947,,,,,(089)979-2055,,(089)979-2055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,L000000031,愛媛県松山市,まつやま大手町保育所,マツヤマオオテマチホイクショ,,,382019,,愛媛県松山市大手町1-12-1,愛媛県,松山市,大手町1,12-1,,33.8405118,132.7553656,,,,,(089)904-1963,,(089)943-5156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,L000000032,愛媛県松山市,もりもりキッズ,モリモリキッズ,,,382019,,愛媛県松山市苞木甲200,愛媛県,松山市,苞木,甲200,,33.9409737,132.7571412,,,,,(089)994-3366,,(089)989-7718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,L000000033,愛媛県松山市,保育園　フォーキッズミネルワ,ホイクエン　フォーキッズミネルワ,,,382019,,愛媛県松山市東垣生町903-1,愛媛県,松山市,東垣生町,903-1,,33.81772,132.7159321,,,,,(089)972-7171,,(089)972-6116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000001,愛媛県松山市,新玉児童クラブ第１,アラタマジドウクラブダイイチ,,放課後児童クラブ,382019,,愛媛県松山市千舟町8丁目89番地,愛媛県,松山市,千舟町8,89,,33.83616047,132.7532059,,,,,(089)945-0199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000002,愛媛県松山市,新玉児童クラブ第２,アラタマジドウクラブダイニ,,放課後児童クラブ,382019,,愛媛県松山市千舟町8丁目89番地,愛媛県,松山市,千舟町8,89,,33.83616047,132.7532059,,,,,(089)945-3737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000003,愛媛県松山市,新玉児童クラブ第３,アラタマジドウクラブダイサン,,放課後児童クラブ,382019,,愛媛県松山市千舟町8丁目89番地,愛媛県,松山市,千舟町8,89,,33.83616047,132.7532059,,,,,(089)945-0192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000004,愛媛県松山市,石井東児童クラブ第１,イシイヒガシジドウクラブダイイチ,,放課後児童クラブ,382019,,愛媛県松山市越智1丁目2-4,愛媛県,松山市,越智1,2-4,,33.80734198,132.7876613,,,,,(089)958-0199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000005,愛媛県松山市,石井東児童クラブ第２,イシイヒガシジドウクラブダイニ,,放課後児童クラブ,382019,,愛媛県松山市越智1丁目3-35,愛媛県,松山市,越智1,3-35,,33.80718998,132.7871153,,,,,(089)958-0566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000006,愛媛県松山市,石井東児童クラブ第３,イシイヒガシジドウクラブダイサン,,放課後児童クラブ,382019,,愛媛県松山市越智1丁目3-35,愛媛県,松山市,越智1,3-35,,33.80718998,132.7871153,,,,,(089)958-0176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000007,愛媛県松山市,石井東児童クラブ第４,イシイヒガシジドウクラブダイヨン,,放課後児童クラブ,382019,,愛媛県松山市越智1丁目3-35,愛媛県,松山市,越智1,3-35,,33.80718998,132.7871153,,,,,(089)958-0588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000008,愛媛県松山市,雄郡児童クラブ第１,ユウグンジドウクラブダイイチ,,放課後児童クラブ,382019,,愛媛県松山市藤原町618-1,愛媛県,松山市,藤原町,618-1,,33.83189022,132.7594053,,,,,(089)933-0199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000009,愛媛県松山市,雄郡児童クラブ第２,ユウグンジドウクラブダイニ,,放課後児童クラブ,382019,,愛媛県松山市土橋町1番地,愛媛県,松山市,土橋町,1,,33.83187854,132.7574675,,,,,(089)931-0061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000010,愛媛県松山市,雄郡児童クラブ第３,ユウグンジドウクラブダイサン,,放課後児童クラブ,382019,,愛媛県松山市土橋町1番地,愛媛県,松山市,土橋町,1,,33.83187854,132.7574675,,,,,(089)931-0122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000011,愛媛県松山市,小野児童クラブ第１,オノジドウクラブダイイチ,,放課後児童クラブ,382019,,愛媛県松山市平井町3673番地,愛媛県,松山市,平井町,3673,,33.80801343,132.8384621,,,,,(089)975-1125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000012,愛媛県松山市,小野児童クラブ第２,オノジドウクラブダイニ,,放課後児童クラブ,382019,,愛媛県松山市平井町3673番地,愛媛県,松山市,平井町,3673,,33.80813184,132.8384747,,,,,(089)970-0199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000013,愛媛県松山市,小野児童クラブ第３,オノジドウクラブダイサン,,放課後児童クラブ,382019,,愛媛県松山市平井町3673番地,愛媛県,松山市,平井町,3673,,33.80813177,132.8384612,,,,,(089)975-1422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000014,愛媛県松山市,東雲児童クラブ第１,シノノメジドウクラブダイイチ,,放課後児童クラブ,382019,,愛媛県松山市文京町2番地1,愛媛県,松山市,文京町,2-1,,33.84898553,132.7752799,,,,,(089)926-0199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000015,愛媛県松山市,東雲児童クラブ第２,シノノメジドウクラブダイニ,,放課後児童クラブ,382019,,愛媛県松山市文京町2番地2,愛媛県,松山市,文京町,2-2,,33.85024831,132.7738062,,,,,(089)926-2266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,J000000016,愛媛県松山市,東雲児童クラブ第３,シノノメジドウクラブダイサン,,放課後児童クラブ,382019,,愛媛県松山市道後一万8番28号　コーポラスたなか1階,愛媛県,松山市,道後一万,8-28,コーポラスたなか1階,33.84841205,132.77614390,,,,,(089)926-2366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
